customer_id,country,city,customer_type,gender,senior_citizen,partner,dependents,tenure_months,contract,monthly_charge,total_charges,cltv,complaint_count,payment_delay_days,roaming_usage,app_logins,network_quality_score,avg_monthly_data_usage_gb,customer_health_score,risk_segment,churn_label,customer_value_segment,cltv_segment
8148-BPLZQ,Bahrain,Manama,Individual,Male,No,No,No,34,Month-to-month,49.8,1734.2,2711.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
8805-JNRAZ,UAE,Sharjah,Individual,Female,No,No,No,2,Month-to-month,49.2,103.7,2342.0,2,7,,20,8.0,60,99.0,High Risk,No,Low Value,Low CLTV
3345-PBBFH,UAE,Dubai,Individual,Male,No,Yes,No,8,Month-to-month,49.55,393.45,5922.0,2,7,,20,8.0,60,99.0,Low Risk,No,High Value,High CLTV
2843-CQMEG,UAE,Dubai,Individual,Male,No,No,No,24,Month-to-month,49.7,1218.25,2911.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
9342-VNIMQ,UAE,Sharjah,SME,Male,No,No,No,33,Month-to-month,54.65,1665.2,5201.0,2,7,,20,8.0,60,99.0,Medium Risk,No,High Value,High CLTV
2446-ZKVAF,Qatar,Doha,SME,Male,No,Yes,No,18,Month-to-month,56.8,1074.65,5558.0,2,7,,20,8.0,60,99.0,Medium Risk,No,High Value,High CLTV
3723-BFBGR,Kuwait,Al Ahmadi,SME,Male,Yes,No,No,24,Month-to-month,54.8,1291.3,4330.0,2,7,,20,8.0,60,99.0,Low Risk,No,Medium Value,Medium CLTV
5402-HTOTQ,Kuwait,Kuwait City,SME,Male,No,No,No,16,Month-to-month,55.3,875.35,3771.0,2,7,,20,8.0,60,99.0,Low Risk,No,Medium Value,Medium CLTV
9415-TPKRV,Qatar,Doha,SME,Female,No,Yes,Yes,8,Month-to-month,55.75,446.8,5681.0,2,7,,20,8.0,60,99.0,Low Risk,No,High Value,High CLTV
3873-NFTGI,Oman,Muscat,SME,Male,No,No,No,14,Month-to-month,55.5,767.55,3520.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Medium Value,Medium CLTV
9881-VCZEP,Kuwait,Kuwait City,SME,Female,No,Yes,No,25,Month-to-month,54.1,1373.0,5701.0,2,7,,20,8.0,60,99.0,Medium Risk,No,High Value,High CLTV
8654-DHAOW,Qatar,Doha,SME,Female,No,No,No,2,Month-to-month,54.15,101.65,3527.0,2,7,,20,8.0,60,99.0,Low Risk,No,Medium Value,Medium CLTV
6048-QBXKL,Kuwait,Al Ahmadi,SME,Female,Yes,No,No,2,Month-to-month,56.55,118.25,2069.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
3351-NGXYI,UAE,Dubai,SME,Female,Yes,No,No,16,Month-to-month,54.1,889.0,2276.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
7129-ACFOG,Oman,Muscat,SME,Female,No,No,No,5,Month-to-month,53.8,283.95,2182.0,2,7,,20,8.0,60,99.0,High Risk,No,Low Value,Low CLTV
9554-DFKIC,Kuwait,Al Ahmadi,SME,Male,No,Yes,Yes,30,Month-to-month,54.45,1588.7,2613.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
7966-YOTQW,Oman,Muscat,SME,Male,No,No,No,10,Month-to-month,54.5,568.2,4163.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Medium Value,Medium CLTV
4680-KUTAJ,Kuwait,Al Ahmadi,SME,Female,Yes,No,No,11,Month-to-month,55.6,580.8,5014.0,2,7,,20,8.0,60,99.0,High Risk,No,High Value,High CLTV
4929-ROART,Kuwait,Al Ahmadi,SME,Male,No,No,No,18,Month-to-month,56.25,969.85,2277.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
6135-OZQVA,Kuwait,Al Ahmadi,SME,Female,No,No,No,7,Month-to-month,53.65,404.35,4389.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Medium Value,Medium CLTV
9828-QHFBK,Qatar,Doha,SME,Male,No,No,No,24,Month-to-month,51.15,1275.7,5796.0,2,7,,20,8.0,60,99.0,Low Risk,No,High Value,High CLTV
6629-LADHQ,Kuwait,Al Ahmadi,SME,Female,No,No,No,2,Month-to-month,50.95,123.05,5968.0,2,7,,20,8.0,60,99.0,Low Risk,No,High Value,High CLTV
1629-DQQVB,UAE,Dubai,SME,Female,No,No,No,14,Month-to-month,50.1,709.5,2331.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
1848-LBZHY,Qatar,Doha,SME,Female,No,Yes,No,7,Month-to-month,50.3,355.1,2547.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
6497-TILVL,Oman,Sohar,SME,Female,No,Yes,Yes,7,Month-to-month,50.7,350.35,3097.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
5071-FBJFS,UAE,Abu Dhabi,SME,Female,No,Yes,Yes,4,Month-to-month,50.3,217.1,3147.0,2,7,,20,8.0,60,99.0,High Risk,No,Low Value,Low CLTV
5639-NTUPK,Oman,Salalah,SME,Male,No,No,Yes,13,Month-to-month,52.1,670.65,4929.0,2,7,,20,8.0,60,99.0,Low Risk,No,Medium Value,Medium CLTV
9496-IVVRP,Bahrain,Muharraq,SME,Female,No,Yes,Yes,11,Month-to-month,51.0,581.7,5777.0,2,7,,20,8.0,60,99.0,Medium Risk,No,High Value,High CLTV
4072-IPYLT,UAE,Abu Dhabi,SME,Female,No,Yes,Yes,36,Month-to-month,51.05,1815.0,2161.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
4827-USJHP,Kuwait,Kuwait City,SME,Male,No,No,No,20,Month-to-month,51.8,1023.85,2764.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
8229-MYEJZ,Qatar,Al Wakrah,SME,Female,No,No,No,10,Month-to-month,51.2,498.25,5765.0,2,7,,20,8.0,60,99.0,Medium Risk,No,High Value,High CLTV
8967-SZQAS,Oman,Muscat,SME,Female,No,No,No,14,Month-to-month,50.45,765.45,3185.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Low Value,Low CLTV
5816-SCGFC,UAE,Abu Dhabi,SME,Female,Yes,No,No,7,Month-to-month,51.3,419.35,3660.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Medium Value,Medium CLTV
5404-GGUKR,UAE,Dubai,SME,Male,No,No,No,5,Month-to-month,51.35,262.3,2893.0,2,7,,20,8.0,60,99.0,Low Risk,No,Low Value,Low CLTV
7501-VTYLJ,UAE,Abu Dhabi,SME,Female,No,No,Yes,2,Month-to-month,51.55,106.2,4057.0,2,7,,20,8.0,60,99.0,High Risk,No,Medium Value,Medium CLTV
7054-ENNGU,UAE,Sharjah,SME,Female,No,Yes,No,9,Month-to-month,50.85,466.6,4623.0,2,7,,20,8.0,60,99.0,Low Risk,No,Medium Value,Medium CLTV
8344-WFMFH,Oman,Muscat,SME,Male,No,No,Yes,9,Month-to-month,50.1,484.05,4738.0,2,7,,20,8.0,60,99.0,Medium Risk,No,Medium Value,Medium CLTV
4883-KCPZJ,Oman,Sohar,Individual,Female,No,Yes,Yes,22,Two year,25.25,555.4,4386.0,2,0,,20,8.0,5,106.0,High Risk,No,Medium Value,Medium CLTV
6518-KZXCB,Qatar,Doha,Individual,Male,No,No,No,22,Two year,25.25,566.5,3403.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
5197-YPYBZ,Oman,Muscat,Individual,Female,No,Yes,Yes,12,Two year,25.25,274.7,2646.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
2706-QZIHY,Oman,Muscat,Individual,Female,No,Yes,No,15,Two year,25.2,387.9,4411.0,2,0,,20,8.0,5,106.0,Low Risk,No,Medium Value,Medium CLTV
9108-EQPNQ,Oman,Salalah,Individual,Female,No,Yes,Yes,10,Two year,26.1,225.55,3179.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
4367-NUYAO,UAE,Abu Dhabi,Individual,Male,No,Yes,Yes,0,Two year,25.75,1397.475,4950.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Medium Value,Medium CLTV
2808-CHTDM,UAE,Abu Dhabi,Individual,Female,No,Yes,Yes,23,Two year,25.1,611.45,2267.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
3283-WCWXT,Oman,Sohar,Individual,Male,No,Yes,Yes,6,Two year,25.4,153.3,2882.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
8966-KZXXA,Bahrain,Manama,Individual,Male,No,Yes,Yes,36,Two year,25.1,930.95,3040.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
3129-AAQOU,UAE,Sharjah,Individual,Female,No,Yes,Yes,19,Two year,25.6,485.9,5038.0,2,0,,20,8.0,5,106.0,Medium Risk,No,High Value,High CLTV
3460-TJBWI,Oman,Salalah,Individual,Male,No,Yes,Yes,24,Two year,24.2,609.05,5865.0,2,0,,20,8.0,5,106.0,Medium Risk,No,High Value,High CLTV
0071-NDAFP,UAE,Sharjah,Individual,Male,No,Yes,Yes,25,Two year,25.5,630.6,5230.0,2,0,,20,8.0,5,106.0,Medium Risk,No,High Value,High CLTV
2511-ALLCS,Oman,Sohar,Individual,Female,No,Yes,Yes,35,Two year,24.3,821.6,5998.0,2,0,,20,8.0,5,106.0,Low Risk,No,High Value,High CLTV
1982-FEBTD,Oman,Sohar,Individual,Female,No,Yes,Yes,23,Two year,25.6,514.75,5939.0,2,0,,20,8.0,5,106.0,High Risk,No,High Value,High CLTV
8612-GXIDD,Kuwait,Kuwait City,Individual,Male,No,Yes,Yes,12,Two year,25.4,313.0,2219.0,2,0,,20,8.0,5,106.0,High Risk,No,Low Value,Low CLTV
5622-UEJFI,UAE,Sharjah,Individual,Female,No,Yes,Yes,35,Two year,25.4,949.8,5070.0,2,0,,20,8.0,5,106.0,Low Risk,No,High Value,High CLTV
7527-QNRUS,Kuwait,Al Ahmadi,Individual,Male,No,Yes,Yes,17,Two year,25.15,412.6,3931.0,2,0,,20,8.0,5,106.0,Low Risk,No,Medium Value,Medium CLTV
2995-YWTCD,UAE,Abu Dhabi,Individual,Female,No,Yes,Yes,19,Two year,24.9,467.7,5396.0,2,0,,20,8.0,5,106.0,High Risk,No,High Value,High CLTV
7554-NEWDD,Kuwait,Kuwait City,Individual,Male,No,No,No,10,Two year,25.7,251.6,3611.0,2,0,,20,8.0,5,106.0,Low Risk,No,Medium Value,Medium CLTV
4950-HKQTE,Oman,Muscat,Individual,Female,No,No,No,22,Two year,26.25,605.9,5676.0,2,0,,20,8.0,5,106.0,Medium Risk,No,High Value,High CLTV
4213-HKBJO,Oman,Sohar,Individual,Female,No,No,No,33,Two year,25.7,826.1,3378.0,2,0,,20,8.0,5,106.0,Low Risk,No,Low Value,Low CLTV
1535-VTJOQ,Bahrain,Muharraq,Individual,Female,No,No,No,24,Two year,25.15,553.0,3904.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Medium Value,Medium CLTV
0323-XWWTN,UAE,Abu Dhabi,Individual,Male,No,No,Yes,3,Two year,26.4,121.25,4315.0,2,0,,20,8.0,5,106.0,High Risk,No,Medium Value,Medium CLTV
3896-ZVNET,Saudi Arabia,Jeddah,Individual,Female,No,Yes,Yes,24,Two year,24.7,571.75,5302.0,2,0,,20,8.0,5,106.0,Medium Risk,No,High Value,High CLTV
3213-VVOLG,Saudi Arabia,Jeddah,Individual,Male,No,Yes,Yes,0,Two year,25.35,1397.475,2299.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
6199-IPCAO,Saudi Arabia,Jeddah,Individual,Female,No,Yes,Yes,29,Two year,26.1,692.55,2828.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
1092-WPIVQ,Saudi Arabia,Jeddah,Individual,Female,No,Yes,Yes,18,Two year,25.1,428.45,3675.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Medium Value,Medium CLTV
3389-KTRXV,Saudi Arabia,Jeddah,Individual,Female,No,Yes,Yes,23,Two year,23.85,625.65,5945.0,2,0,,20,8.0,5,106.0,High Risk,No,High Value,High CLTV
6609-MXJHJ,Saudi Arabia,Jeddah,Individual,Female,No,Yes,Yes,30,Two year,25.1,789.55,5851.0,2,0,,20,8.0,5,106.0,Low Risk,No,High Value,High CLTV
9648-BCHKM,Saudi Arabia,Jeddah,Individual,Female,No,Yes,Yes,18,Two year,24.65,471.35,5231.0,2,0,,20,8.0,5,106.0,High Risk,No,High Value,High CLTV
3549-ZTMNH,Saudi Arabia,Jeddah,Individual,Male,No,Yes,Yes,12,Two year,24.0,269.65,3705.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Medium Value,Medium CLTV
1970-KKFWL,Saudi Arabia,Jeddah,Individual,Female,No,No,No,35,Two year,23.3,797.1,2416.0,2,0,,20,8.0,5,106.0,High Risk,No,Low Value,Low CLTV
3521-HTQTV,Saudi Arabia,Jeddah,Individual,Male,No,No,No,34,Two year,26.1,980.35,2026.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
8007-YYPWD,Saudi Arabia,Jeddah,Individual,Female,No,No,No,15,Two year,25.05,369.1,5218.0,2,0,,20,8.0,5,106.0,Medium Risk,No,High Value,High CLTV
3957-SQXML,Saudi Arabia,Dammam,Individual,Female,No,Yes,No,34,Two year,24.95,894.3,5408.0,2,0,,20,8.0,5,106.0,Medium Risk,No,High Value,High CLTV
5322-ZSMZY,Saudi Arabia,Riyadh,Individual,Male,No,Yes,Yes,31,Two year,25.75,755.6,5472.0,2,0,,20,8.0,5,106.0,Low Risk,No,High Value,High CLTV
3812-LRZIR,Saudi Arabia,Dammam,Individual,Female,No,Yes,Yes,27,Two year,24.5,761.95,2645.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Low Value,Low CLTV
1734-ZMNTZ,Saudi Arabia,Riyadh,Individual,Female,No,Yes,Yes,11,Two year,25.0,300.7,5409.0,2,0,,20,8.0,5,106.0,Medium Risk,No,High Value,High CLTV
4896-CPRPF,Saudi Arabia,Dammam,Individual,Male,No,Yes,Yes,35,Two year,25.45,809.25,4873.0,2,0,,20,8.0,5,106.0,Low Risk,No,Medium Value,Medium CLTV
9178-JHUVJ,Saudi Arabia,Dammam,Individual,Male,No,Yes,Yes,24,Two year,24.1,587.4,4634.0,2,0,,20,8.0,5,106.0,Low Risk,No,Medium Value,Medium CLTV
7996-BPXHY,Saudi Arabia,Dammam,Individual,Female,No,Yes,Yes,13,Two year,25.0,332.5,4734.0,2,0,,20,8.0,5,106.0,Low Risk,No,Medium Value,Medium CLTV
9350-ZXYJC,Saudi Arabia,Dammam,Individual,Female,No,No,No,4,Two year,25.3,116.95,3808.0,2,0,,20,8.0,5,106.0,Medium Risk,No,Medium Value,Medium CLTV
8606-OEGQZ,Saudi Arabia,Dammam,Individual,Female,No,No,Yes,18,Two year,25.3,454.65,3416.0,2,0,,20,8.0,5,106.0,High Risk,No,Low Value,Low CLTV
9717-IOAAF,Saudi Arabia,Riyadh,Individual,Male,No,No,Yes,27,Two year,25.85,788.55,2682.0,2,0,,20,8.0,5,106.0,Low Risk,No,Low Value,Low CLTV
5334-AFQJB,UAE,Dubai,Individual,Male,Yes,No,No,72,Two year,25.1,1789.9,5751.0,1,0,,20,9.0,5,113.0,High Risk,No,High Value,High CLTV
8237-ULIXL,UAE,Dubai,Individual,Female,No,Yes,No,72,Two year,24.85,1871.85,4067.0,1,0,,20,9.0,5,113.0,High Risk,No,Medium Value,Medium CLTV
9430-NKQLY,UAE,Abu Dhabi,Individual,Male,No,Yes,Yes,72,Two year,25.1,1790.8,4185.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
7980-MHFLQ,UAE,Dubai,Individual,Female,No,Yes,Yes,72,Two year,24.9,1859.2,5192.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
2452-MRMZF,UAE,Abu Dhabi,Individual,Female,Yes,Yes,No,72,Two year,25.7,1937.4,5079.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
4707-MAXGU,UAE,Abu Dhabi,Individual,Male,No,Yes,No,72,Two year,25.85,1872.2,5514.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
6734-PSBAW,UAE,Abu Dhabi,Individual,Male,No,Yes,No,72,Two year,23.55,1723.95,5901.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
7115-IRDHS,UAE,Sharjah,Individual,Female,No,Yes,No,72,Two year,24.65,1830.05,5065.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
5605-XNWEN,UAE,Dubai,Individual,Male,Yes,Yes,No,72,Two year,25.0,1802.55,4055.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
4193-IBKSW,UAE,Sharjah,Individual,Male,No,Yes,Yes,72,Two year,24.75,1769.6,6232.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
8735-SDUFN,UAE,Sharjah,Individual,Female,Yes,Yes,No,72,Two year,24.3,1778.7,4397.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
4231-LZUYM,UAE,Dubai,Individual,Female,No,Yes,No,72,Two year,25.65,1887.0,5613.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
5884-FBCTL,UAE,Abu Dhabi,Individual,Female,No,Yes,Yes,72,Two year,25.1,1857.85,5611.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
0795-XCCTE,UAE,Dubai,Individual,Male,Yes,No,No,72,Two year,25.4,1809.35,6141.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
4312-KFRXN,Saudi Arabia,Jeddah,Individual,Male,No,Yes,No,72,Two year,25.4,1710.9,5512.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
4836-WNFNO,Saudi Arabia,Dammam,Individual,Female,No,Yes,No,72,Two year,25.0,1849.2,6126.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
6181-AXXYF,Saudi Arabia,Jeddah,Individual,Male,No,Yes,Yes,72,Two year,24.75,1859.1,4185.0,1,0,,20,9.0,5,113.0,High Risk,No,Medium Value,Medium CLTV
7010-BRBUU,Saudi Arabia,Dammam,Individual,Male,No,Yes,Yes,72,Two year,24.1,1734.65,4264.0,1,0,,20,9.0,5,113.0,Low Risk,No,Medium Value,Medium CLTV
5598-IKHQQ,Saudi Arabia,Riyadh,Individual,Female,No,No,No,72,Two year,25.45,1866.45,4118.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
8749-TZYEC,Saudi Arabia,Riyadh,Individual,Male,No,Yes,No,72,Two year,24.8,1874.3,6251.0,1,0,,20,9.0,5,113.0,High Risk,No,High Value,High CLTV
6917-FIJHC,Saudi Arabia,Riyadh,Individual,Female,No,Yes,No,72,Two year,26.0,1776.0,5374.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
0626-QXNGV,Saudi Arabia,Dammam,Individual,Female,No,Yes,No,72,Two year,24.15,1776.45,5613.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
0480-KYJVA,Saudi Arabia,Riyadh,Individual,Female,No,Yes,Yes,72,Two year,24.25,1784.5,5897.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
6024-RUGGH,Saudi Arabia,Jeddah,Individual,Male,No,Yes,Yes,72,Two year,25.2,1798.9,6499.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
1820-DJFPH,Saudi Arabia,Dammam,Individual,Female,No,Yes,Yes,72,Two year,24.05,1709.15,4755.0,1,0,,20,9.0,5,113.0,Low Risk,No,Medium Value,Medium CLTV
8092-NLTGF,Saudi Arabia,Dammam,Individual,Male,No,No,No,72,Two year,24.75,1777.6,5398.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
6976-BWGLQ,Saudi Arabia,Riyadh,Individual,Female,No,Yes,Yes,72,Two year,25.2,1787.35,4382.0,1,0,,20,9.0,5,113.0,Low Risk,No,Medium Value,Medium CLTV
9838-BFCQT,Oman,Salalah,Individual,Male,No,Yes,Yes,72,Two year,26.1,1851.45,5475.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
6285-FTQBF,Qatar,Al Wakrah,Individual,Male,No,Yes,Yes,72,Two year,25.55,1867.7,6425.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
5296-PSYVW,Bahrain,Muharraq,Individual,Female,No,Yes,No,72,Two year,24.55,1750.7,4169.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
8774-GSBUN,Kuwait,Al Ahmadi,Individual,Male,No,Yes,No,72,Two year,25.4,1797.1,6011.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
7096-ZNBZI,Oman,Muscat,Individual,Female,No,Yes,No,72,Two year,26.45,1914.5,5534.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
2509-TFPJU,Oman,Salalah,Individual,Male,No,Yes,No,72,Two year,25.75,1864.2,4413.0,1,0,,20,9.0,5,113.0,Low Risk,No,Medium Value,Medium CLTV
8165-ZJRNM,Bahrain,Muharraq,Individual,Female,No,Yes,Yes,72,Two year,23.75,1679.25,4923.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
7684-XSZIY,Qatar,Doha,Individual,Male,No,Yes,Yes,72,Two year,24.3,1643.25,5160.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
1926-QUZNN,Oman,Salalah,Individual,Female,No,Yes,No,72,Two year,25.25,1841.2,4551.0,1,0,,20,9.0,5,113.0,Low Risk,No,Medium Value,Medium CLTV
4625-XMOYM,Bahrain,Muharraq,Individual,Female,No,Yes,Yes,72,Two year,26.25,1988.05,5098.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
8224-KDLKN,Qatar,Al Wakrah,Individual,Male,No,Yes,Yes,72,Two year,25.0,1738.9,4275.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
0402-OAMEN,Oman,Salalah,Individual,Female,No,Yes,Yes,72,Two year,24.45,1709.1,5335.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
4443-EMBNA,UAE,Sharjah,Individual,Female,No,Yes,No,71,Two year,24.75,1836.9,4642.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
7014-ZZXAW,Oman,Muscat,Individual,Female,No,Yes,No,71,Two year,24.25,1732.95,5409.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
3261-CQXOL,Qatar,Doha,Individual,Female,No,Yes,Yes,71,Two year,25.45,1813.35,4993.0,1,0,,20,9.0,5,113.0,Low Risk,No,Medium Value,Medium CLTV
4565-NLZBV,Kuwait,Al Ahmadi,Individual,Female,No,Yes,No,71,Two year,24.65,1710.15,4015.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
9964-WBQDJ,Bahrain,Muharraq,Individual,Female,No,Yes,No,71,Two year,24.4,1725.4,4412.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
5406-KGRMX,Saudi Arabia,Riyadh,Individual,Female,No,No,No,71,Two year,24.55,1719.15,4555.0,1,0,,20,9.0,5,113.0,High Risk,No,Medium Value,Medium CLTV
9668-PUGNU,Saudi Arabia,Riyadh,Individual,Male,No,Yes,No,71,Two year,24.5,1816.2,4058.0,1,0,,20,9.0,5,113.0,Low Risk,No,Medium Value,Medium CLTV
3612-YVGSJ,UAE,Dubai,Individual,Female,No,Yes,No,71,Two year,24.45,1681.6,4742.0,1,0,,20,9.0,5,113.0,High Risk,No,Medium Value,Medium CLTV
9153-BTBVV,Saudi Arabia,Riyadh,Individual,Female,No,Yes,No,71,Two year,25.0,1753.0,4066.0,1,0,,20,9.0,5,113.0,High Risk,No,Medium Value,Medium CLTV
0174-QRVVY,Saudi Arabia,Jeddah,Individual,Male,No,Yes,Yes,71,Two year,25.35,1847.55,5747.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
9365-CSLBQ,Saudi Arabia,Jeddah,Individual,Male,No,No,Yes,71,Two year,24.35,1654.6,4155.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
2961-VNFKL,Oman,Sohar,Individual,Female,No,Yes,No,71,Two year,25.95,1801.9,5072.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
5743-KHMNA,Saudi Arabia,Jeddah,Individual,Male,No,No,No,71,Two year,25.55,1898.1,6305.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
7161-DFHUF,UAE,Dubai,Individual,Female,No,Yes,No,71,Two year,23.85,1672.1,6166.0,1,0,,20,9.0,5,113.0,High Risk,No,High Value,High CLTV
1987-AUELQ,Saudi Arabia,Dammam,Individual,Female,No,Yes,No,71,Two year,25.05,1873.7,6334.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
5846-ABOBJ,Saudi Arabia,Jeddah,Individual,Male,No,Yes,No,71,Two year,24.45,1730.65,4766.0,1,0,,20,9.0,5,113.0,High Risk,No,Medium Value,Medium CLTV
1555-HAPSU,Saudi Arabia,Dammam,Individual,Female,No,Yes,Yes,71,Two year,23.9,1663.5,5471.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
0562-HKHML,UAE,Dubai,Individual,Male,No,Yes,Yes,71,Two year,23.9,1626.4,5574.0,1,0,,20,9.0,5,113.0,High Risk,No,High Value,High CLTV
7711-GQBZC,Saudi Arabia,Riyadh,Individual,Female,No,Yes,Yes,71,Two year,24.7,1810.55,5187.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
2169-RRLFW,Oman,Sohar,Individual,Female,No,Yes,No,71,Two year,25.6,1888.25,5063.0,1,0,,20,9.0,5,113.0,Medium Risk,No,High Value,High CLTV
1131-QQZEB,Kuwait,Kuwait City,Individual,Male,Yes,Yes,No,71,Two year,23.95,1756.2,4329.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
5699-BNCAS,UAE,Dubai,Individual,Male,Yes,No,No,71,Two year,24.65,1766.75,4788.0,1,0,,20,9.0,5,113.0,High Risk,No,Medium Value,Medium CLTV
3836-FZSDJ,Kuwait,Kuwait City,Individual,Male,Yes,Yes,No,71,Two year,24.85,1901.0,4367.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
1635-NZATJ,UAE,Sharjah,Individual,Male,Yes,Yes,No,71,Two year,25.45,1789.65,5341.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
6770-UAYGJ,Saudi Arabia,Jeddah,Individual,Female,No,Yes,Yes,49,Two year,25.25,1211.65,5616.0,1,0,,20,9.0,5,113.0,Low Risk,No,High Value,High CLTV
9953-ZMKSM,Saudi Arabia,Jeddah,Individual,Male,No,No,No,63,Two year,25.25,1559.3,4530.0,1,0,,20,9.0,5,113.0,High Risk,No,Medium Value,Medium CLTV
2072-ZVJJX,Saudi Arabia,Jeddah,Individual,Male,No,Yes,No,68,Two year,25.25,1728.2,4571.0,1,0,,20,9.0,5,113.0,Medium Risk,No,Medium Value,Medium CLTV
